tspan,sigma1,sigma2,sigma3
0.04402,0.8694118,0.86915314,0.8746809
0.04403,0.8715869,0.87131715,0.87684214
0.04404,0.87396157,0.8736799,0.87919843
0.04405,0.8763871,0.87609315,0.8816029
0.04406,0.87871164,0.87840545,0.883905
0.044069998,0.88078976,0.8804715,0.8859603
0.04408,0.8824911,0.8821616,0.8876393
0.04409,0.8837092,0.8833693,0.88883543
0.0441,0.8843674,0.8840188,0.88947225
0.04411,0.88442475,0.88406885,0.88950825
0.04412,0.8838773,0.88351613,0.8889395
0.04413,0.8827594,0.8823949,0.8878006
0.04414,0.8811412,0.88077545,0.8861622
0.04415,0.8791238,0.87875885,0.884127
0.04416,0.87683374,0.8764714,0.881823
0.04417,0.8744142,0.8740564,0.87939507
0.04418,0.8720167,0.871665,0.8769959
0.04419,0.86979115,0.8694469,0.874776
0.0442,0.8678764,0.8675408,0.8728743
0.044209998,0.8663919,0.86606586,0.8714093
0.04422,0.8654301,0.86511433,0.8704716
0.04423,0.8650505,0.8647452,0.87011874
0.044239998,0.86527586,0.86498106,0.87037146
0.04425,0.86609113,0.86580634,0.8712131
0.04426,0.8674441,0.8671687,0.8725904
0.044269998,0.86924887,0.8689817,0.87441695
0.04428,0.87139094,0.87113106,0.87657815
0.04429,0.87373525,0.8734808,0.8789389
0.0443,0.87613326,0.87588274,0.8813513
0.04431,0.8784338,0.8781853,0.88366365
0.04432,0.88049144,0.8802431,0.8857304
0.04433,0.8821762,0.88192654,0.88742065
0.04434,0.8833817,0.8831289,0.8886268
0.04435,0.88403165,0.8837743,0.88927114
0.04436,0.8840848,0.88382155,0.8893113
0.04437,0.88353735,0.8832673,0.8887428
0.044379998,0.8824234,0.8821458,0.88759947
0.04439,0.88081276,0.88052726,0.8859518
0.0444,0.8788065,0.878513,0.88390195
0.044409998,0.8765305,0.8762293,0.88157755
0.04442,0.87412786,0.8738195,0.87912333
0.04443,0.8717494,0.8714348,0.876692
0.044439998,0.86954474,0.86922514,0.87443423
